timestamp,zone_id,demand_units,festival_multiplier,precip_mm,traffic_index,salary_week_flag,temperature_c,is_fraud
2024-01-03 02:00:00,zone_000,38,1.0,2.9,0.3,0,36.4,0
2024-01-03 03:00:00,zone_000,27,1.0,1.3,0.43,1,27.5,1
2024-01-03 04:00:00,zone_000,23,1.0,1.5,0.53,0,42.9,0
2024-01-03 05:00:00,zone_000,44,1.0,2.3,0.17,0,34.0,0
2024-01-03 06:00:00,zone_000,55,1.0,0.2,0.55,2,29.7,0
2024-01-03 07:00:00,zone_000,52,1.0,1.3,0.19,0,30.0,0
2024-01-03 08:00:00,zone_000,21,1.0,0.1,0.24,0,34.1,0
2024-01-03 09:00:00,zone_000,28,1.0,0.5,0.41,0,31.9,0
2024-01-03 10:00:00,zone_000,39,1.0,0.4,0.74,0,39.1,1
2024-01-03 11:00:00,zone_000,53,1.0,1.3,0.76,0,34.0,0
2024-01-03 12:00:00,zone_000,26,1.0,2.8,0.33,0,29.3,0
2024-01-03 13:00:00,zone_000,30,1.0,0.2,0.53,1,35.2,1
2024-01-03 14:00:00,zone_000,19,1.0,2.2,0.17,0,29.3,0
2024-01-03 15:00:00,zone_000,18,1.0,0.2,0.9,0,35.0,0
2024-01-03 16:00:00,zone_000,49,1.0,0.3,0.62,2,24.5,0
2024-01-03 17:00:00,zone_000,65,1.0,3.7,0.28,1,23.9,1
2024-01-03 18:00:00,zone_000,31,1.0,0.0,0.82,2,27.5,0
2024-01-03 19:00:00,zone_000,54,1.0,0.3,0.38,0,34.6,0
2024-01-03 20:00:00,zone_000,39,1.0,0.4,0.32,0,29.4,0
2024-01-03 21:00:00,zone_000,23,1.0,0.5,0.34,2,29.5,0
2024-01-03 22:00:00,zone_000,39,1.0,0.7,0.49,0,33.7,1
2024-01-03 23:00:00,zone_000,71,1.0,0.2,0.13,1,25.4,0
2024-01-04 00:00:00,zone_000,32,1.0,0.9,0.62,2,32.7,0
2024-01-04 01:00:00,zone_000,72,1.0,0.8,0.86,1,29.4,0
2024-01-04 02:00:00,zone_000,8,1.0,1.5,0.75,0,38.7,0
2024-01-04 03:00:00,zone_000,49,1.0,3.0,0.75,0,31.7,0
2024-01-04 04:00:00,zone_000,34,1.0,0.5,0.72,0,28.5,0
2024-01-04 05:00:00,zone_000,28,1.0,1.2,0.39,0,22.4,0
2024-01-04 06:00:00,zone_000,34,1.0,0.7,0.25,1,30.4,0
2024-01-04 07:00:00,zone_000,12,1.0,0.1,0.35,2,28.9,0
2024-01-04 08:00:00,zone_000,29,1.0,2.6,0.24,0,25.7,1
2024-01-04 09:00:00,zone_000,39,1.0,1.5,0.78,0,27.0,0
2024-01-04 10:00:00,zone_000,69,1.0,0.0,0.44,0,38.4,0
2024-01-04 11:00:00,zone_000,25,1.0,0.4,0.75,2,31.9,0
2024-01-04 12:00:00,zone_000,22,1.0,0.6,0.33,1,38.5,0
2024-01-04 13:00:00,zone_000,25,1.0,2.5,0.22,0,32.0,0
2024-01-04 14:00:00,zone_000,52,1.0,2.1,0.8,1,30.6,0
2024-01-04 15:00:00,zone_000,39,1.0,0.8,0.74,0,34.2,1
2024-01-04 16:00:00,zone_000,25,1.0,0.3,0.54,0,28.0,0
2024-01-04 17:00:00,zone_000,42,1.0,0.7,0.2,0,31.9,0
2024-01-04 18:00:00,zone_000,34,1.0,2.5,0.37,0,30.6,0
2024-01-04 19:00:00,zone_000,53,1.0,0.9,0.15,0,40.8,0
2024-01-04 20:00:00,zone_000,23,1.0,0.2,0.82,0,28.7,0
2024-01-04 21:00:00,zone_000,28,1.0,0.1,0.29,2,32.0,0
2024-01-04 22:00:00,zone_000,27,1.0,0.6,0.52,0,29.5,0
2024-01-04 23:00:00,zone_000,15,1.0,0.2,0.85,0,32.6,0
2024-01-05 00:00:00,zone_000,38,1.0,2.0,0.6,0,23.3,0
2024-01-05 01:00:00,zone_000,37,1.0,0.5,0.6,2,33.8,0
2024-01-05 02:00:00,zone_000,33,1.0,3.1,0.77,0,44.0,0
2024-01-05 03:00:00,zone_000,29,1.0,1.4,0.65,0,37.1,0
2024-01-05 04:00:00,zone_000,16,1.0,0.8,0.49,0,33.7,0
2024-01-05 05:00:00,zone_000,26,1.0,1.4,0.2,1,30.5,0
2024-01-05 06:00:00,zone_000,27,1.0,0.5,0.5,1,34.4,0
2024-01-05 07:00:00,zone_000,22,1.0,0.2,0.25,1,37.3,0
2024-01-05 08:00:00,zone_000,30,1.0,5.0,0.49,1,35.7,0
2024-01-05 09:00:00,zone_000,40,1.0,1.2,0.12,2,31.1,0
2024-01-05 10:00:00,zone_000,85,1.0,0.0,0.38,1,25.2,0
2024-01-05 11:00:00,zone_000,36,1.0,0.6,0.14,0,25.0,0
2024-01-05 12:00:00,zone_000,37,1.0,0.3,0.22,1,28.8,0
2024-01-05 13:00:00,zone_000,31,1.0,0.4,0.66,2,27.5,0
2024-01-05 14:00:00,zone_000,12,1.0,0.1,0.88,1,34.1,1
2024-01-05 15:00:00,zone_000,32,1.0,0.4,0.55,1,30.8,0
2024-01-05 16:00:00,zone_000,34,1.0,1.7,0.24,0,43.5,0
2024-01-05 17:00:00,zone_000,113,1.0,2.6,0.4,0,29.3,0
2024-01-05 18:00:00,zone_000,30,1.0,0.6,0.29,2,30.3,0
2024-01-05 19:00:00,zone_000,38,1.0,1.1,0.14,1,35.1,0
2024-01-05 20:00:00,zone_000,32,1.0,0.1,0.83,0,38.1,0
2024-01-05 21:00:00,zone_000,18,1.0,0.1,0.53,0,33.5,0
2024-01-05 22:00:00,zone_000,58,1.0,1.2,0.22,0,34.5,0
2024-01-05 23:00:00,zone_000,48,1.0,2.8,0.7,0,33.9,0
2024-01-06 00:00:00,zone_000,49,1.0,0.1,0.24,2,33.3,0
2024-01-06 01:00:00,zone_000,21,1.0,0.8,0.27,1,35.1,0
2024-01-06 02:00:00,zone_000,66,1.0,5.3,0.58,1,26.5,1
2024-01-06 03:00:00,zone_000,16,1.0,2.0,0.44,0,32.8,0
2024-01-06 04:00:00,zone_000,44,1.0,0.3,0.82,1,35.1,0
2024-01-06 05:00:00,zone_000,99,1.0,0.5,0.58,0,25.0,0
2024-01-06 06:00:00,zone_000,20,1.0,4.4,0.25,2,28.4,0
2024-01-06 07:00:00,zone_000,24,1.0,0.4,0.48,0,34.3,0
2024-01-06 08:00:00,zone_000,34,1.0,0.9,0.68,0,24.7,0
2024-01-06 09:00:00,zone_000,25,1.0,0.7,0.58,2,27.5,0
2024-01-06 10:00:00,zone_000,15,1.0,1.0,0.36,0,35.1,0
2024-01-06 11:00:00,zone_000,34,1.0,0.4,0.41,0,36.7,0
2024-01-06 12:00:00,zone_000,19,1.0,1.7,0.63,1,38.0,0
2024-01-06 13:00:00,zone_000,41,1.0,0.4,0.52,0,33.4,0
2024-01-06 14:00:00,zone_000,20,1.0,1.4,0.16,1,35.3,0
2024-01-06 15:00:00,zone_000,71,1.0,0.7,0.54,1,32.2,0
2024-01-06 16:00:00,zone_000,22,1.0,0.4,0.46,0,29.9,0
2024-01-06 17:00:00,zone_000,28,1.0,1.8,0.75,0,41.3,0
2024-01-06 18:00:00,zone_000,49,1.0,5.0,0.19,1,36.1,1
2024-01-06 19:00:00,zone_000,17,1.0,3.1,0.1,2,25.0,0
2024-01-06 20:00:00,zone_000,37,1.0,0.1,0.76,0,34.7,0
2024-01-06 21:00:00,zone_000,63,1.0,0.9,0.27,0,33.9,0
2024-01-06 22:00:00,zone_000,14,1.0,1.8,0.13,0,37.2,0
2024-01-06 23:00:00,zone_000,36,1.0,1.2,0.28,1,22.3,0
2024-01-07 00:00:00,zone_000,37,1.0,1.9,0.81,1,34.5,0
2024-01-07 01:00:00,zone_000,48,1.0,5.5,0.24,0,28.6,0
2024-01-07 02:00:00,zone_000,17,1.0,0.6,0.36,0,30.1,1
2024-01-07 03:00:00,zone_000,17,1.0,2.2,0.59,1,39.3,0
2024-01-07 04:00:00,zone_000,42,1.0,0.1,0.24,0,34.3,0
2024-01-07 05:00:00,zone_000,38,1.0,3.1,0.62,0,39.5,0
2024-01-07 06:00:00,zone_000,37,1.0,2.3,0.67,0,34.5,0
2024-01-07 07:00:00,zone_000,39,1.0,1.1,0.28,0,36.5,0
2024-01-07 08:00:00,zone_000,23,1.0,2.6,0.18,0,34.8,0
2024-01-07 09:00:00,zone_000,37,1.0,1.6,0.42,0,29.5,0
2024-01-07 10:00:00,zone_000,38,1.0,1.2,0.66,0,26.7,0
2024-01-07 11:00:00,zone_000,23,1.0,4.4,0.75,0,31.1,0
2024-01-07 12:00:00,zone_000,84,1.0,0.2,0.13,1,36.1,0
2024-01-07 13:00:00,zone_000,41,1.0,7.4,0.53,0,35.2,0
2024-01-07 14:00:00,zone_000,18,1.0,0.3,0.31,1,32.2,0
2024-01-07 15:00:00,zone_000,45,1.0,1.0,0.43,0,25.1,0
2024-01-07 16:00:00,zone_000,20,1.0,0.4,0.52,2,44.4,0
2024-01-07 17:00:00,zone_000,49,1.0,0.5,0.69,1,31.2,0
2024-01-07 18:00:00,zone_000,59,1.0,1.5,0.13,0,27.2,0
2024-01-07 19:00:00,zone_000,21,1.0,0.1,0.24,1,31.2,0
2024-01-07 20:00:00,zone_000,53,1.0,4.2,0.59,0,32.9,0
2024-01-07 21:00:00,zone_000,40,1.0,0.5,0.45,2,34.5,0
2024-01-07 22:00:00,zone_000,49,1.0,0.5,0.27,0,30.8,0
2024-01-07 23:00:00,zone_000,85,1.0,3.0,0.15,1,31.7,0
2024-01-08 00:00:00,zone_000,29,1.0,2.2,0.83,0,34.0,0
2024-01-08 01:00:00,zone_000,22,1.0,1.7,0.39,0,33.5,0
2024-01-08 02:00:00,zone_000,21,1.0,0.2,0.43,0,27.7,0
2024-01-08 03:00:00,zone_000,22,1.0,2.2,0.14,0,29.3,0
2024-01-08 04:00:00,zone_000,31,1.0,0.7,0.69,0,32.1,0
2024-01-08 05:00:00,zone_000,39,1.0,7.6,0.89,1,22.8,0
2024-01-08 06:00:00,zone_000,38,1.0,1.7,0.88,0,29.5,0
2024-01-08 07:00:00,zone_000,50,1.0,2.7,0.35,0,34.2,1
2024-01-08 08:00:00,zone_000,33,1.0,2.0,0.87,0,33.4,0
2024-01-08 09:00:00,zone_000,68,1.0,1.4,0.43,0,30.4,0
2024-01-08 10:00:00,zone_000,29,1.0,1.9,0.41,0,29.3,0
2024-01-08 11:00:00,zone_000,129,1.0,1.4,0.77,0,26.6,0
2024-01-08 12:00:00,zone_000,45,1.0,0.1,0.73,1,25.4,0
2024-01-08 13:00:00,zone_000,21,1.0,0.6,0.48,0,25.9,0
2024-01-08 14:00:00,zone_000,19,1.0,0.6,0.46,0,31.2,1
2024-01-08 15:00:00,zone_000,42,1.0,1.9,0.87,0,24.1,0
2024-01-08 16:00:00,zone_000,29,1.0,1.3,0.43,0,27.5,1
2024-01-08 17:00:00,zone_000,47,1.0,1.4,0.79,0,27.5,0
2024-01-08 18:00:00,zone_000,41,1.0,2.8,0.7,1,34.1,0
2024-01-08 19:00:00,zone_000,31,1.0,1.1,0.19,0,28.6,0
2024-01-08 20:00:00,zone_000,21,1.0,0.4,0.23,0,33.0,0
2024-01-08 21:00:00,zone_000,15,1.0,0.0,0.13,1,32.1,0
2024-01-08 22:00:00,zone_000,26,1.0,0.3,0.13,0,36.4,0
2024-01-08 23:00:00,zone_000,50,1.0,0.0,0.58,0,37.2,1
2024-01-09 00:00:00,zone_000,36,1.0,0.4,0.16,0,27.7,0
2024-01-09 01:00:00,zone_000,17,1.0,1.5,0.21,0,34.5,0
2024-01-09 02:00:00,zone_000,36,1.0,0.2,0.3,1,34.9,0
2024-01-09 03:00:00,zone_000,40,1.0,0.1,0.54,1,30.7,0
2024-01-09 04:00:00,zone_000,21,1.0,5.3,0.28,0,32.5,0
2024-01-09 05:00:00,zone_000,35,1.0,8.7,0.42,0,34.7,0
2024-01-09 06:00:00,zone_000,34,1.0,1.5,0.38,0,34.4,0
2024-01-09 07:00:00,zone_000,18,1.0,0.2,0.42,1,28.6,0
2024-01-09 08:00:00,zone_000,39,1.0,2.6,0.84,0,30.0,0
2024-01-09 09:00:00,zone_000,43,1.0,1.2,0.88,0,30.0,0
2024-01-09 10:00:00,zone_000,56,1.0,0.3,0.16,0,28.9,1
2024-01-09 11:00:00,zone_000,56,1.0,1.3,0.19,0,39.4,0
2024-01-09 12:00:00,zone_000,16,1.0,0.1,0.14,0,36.0,0
2024-01-09 13:00:00,zone_000,20,1.0,5.4,0.41,0,34.2,0
2024-01-09 14:00:00,zone_000,42,1.0,2.6,0.78,0,30.9,1
2024-01-09 15:00:00,zone_000,42,1.0,0.5,0.74,0,32.1,0
2024-01-09 16:00:00,zone_000,42,1.0,0.8,0.38,1,38.0,0
2024-01-09 17:00:00,zone_000,227,1.0,0.8,0.7,0,34.2,1
2024-01-09 18:00:00,zone_000,44,1.0,3.0,0.88,2,26.8,0
2024-01-09 19:00:00,zone_000,58,1.0,0.7,0.26,0,37.3,0
2024-01-09 20:00:00,zone_000,53,1.0,0.1,0.87,0,30.9,0
2024-01-09 21:00:00,zone_000,45,1.0,0.4,0.72,0,25.7,0
2024-01-09 22:00:00,zone_000,28,1.0,0.4,0.19,0,30.9,0
2024-01-09 23:00:00,zone_000,48,1.0,4.5,0.74,0,29.0,0
2024-01-10 00:00:00,zone_000,22,1.0,3.9,0.18,1,26.6,0
2024-01-10 01:00:00,zone_000,29,1.0,0.5,0.12,1,29.4,0
2024-01-10 02:00:00,zone_000,25,1.0,0.0,0.71,0,32.5,0
2024-01-10 03:00:00,zone_000,34,1.0,1.1,0.82,2,24.0,0
2024-01-10 04:00:00,zone_000,105,1.0,2.4,0.42,0,33.1,0
2024-01-10 05:00:00,zone_000,13,1.0,0.5,0.12,1,29.8,0
2024-01-10 06:00:00,zone_000,46,1.0,0.9,0.58,0,35.3,0
2024-01-10 07:00:00,zone_000,14,1.0,0.3,0.29,0,33.7,0
2024-01-10 08:00:00,zone_000,26,1.0,0.6,0.54,0,25.7,0
2024-01-10 09:00:00,zone_000,57,1.0,2.1,0.35,2,31.2,0
2024-01-10 10:00:00,zone_000,34,1.0,0.8,0.6,2,38.2,0
2024-01-10 11:00:00,zone_000,19,1.0,0.9,0.31,2,28.8,0
2024-01-10 12:00:00,zone_000,23,1.0,2.3,0.22,0,34.9,0
2024-01-10 13:00:00,zone_000,46,1.0,2.2,0.7,0,34.3,0
2024-01-10 14:00:00,zone_000,22,1.0,0.3,0.53,0,32.2,0
2024-01-10 15:00:00,zone_000,36,1.0,0.8,0.35,0,29.2,0
2024-01-10 16:00:00,zone_000,33,1.0,2.8,0.6,0,35.4,0
2024-01-10 17:00:00,zone_000,23,1.0,0.9,0.33,0,33.2,0
2024-01-10 18:00:00,zone_000,96,1.0,1.6,0.39,1,27.5,0
2024-01-10 19:00:00,zone_000,45,1.0,0.5,0.4,2,28.3,0
2024-01-10 20:00:00,zone_000,12,1.0,0.1,0.28,0,36.3,0
2024-01-10 21:00:00,zone_000,36,1.0,0.3,0.45,1,31.6,0
2024-01-10 22:00:00,zone_000,23,1.0,0.8,0.75,0,26.2,0
2024-01-10 23:00:00,zone_000,50,1.0,0.7,0.88,0,33.2,0
2024-01-11 00:00:00,zone_000,22,1.0,3.4,0.28,2,30.7,0
2024-01-11 01:00:00,zone_000,31,1.0,1.2,0.85,2,29.2,0
2024-01-11 02:00:00,zone_000,42,1.0,1.5,0.32,0,33.0,0
2024-01-11 03:00:00,zone_000,51,1.0,1.8,0.48,2,38.6,0
2024-01-11 04:00:00,zone_000,18,1.0,1.1,0.18,0,32.9,0
2024-01-11 05:00:00,zone_000,28,1.0,2.2,0.59,1,30.7,0
2024-01-11 06:00:00,zone_000,26,1.0,2.3,0.51,0,26.9,0
2024-01-11 07:00:00,zone_000,23,1.0,0.6,0.64,1,30.5,1
2024-01-11 08:00:00,zone_000,80,1.0,0.1,0.58,1,33.6,0
2024-01-11 09:00:00,zone_000,40,1.0,6.4,0.89,1,35.6,0
2024-01-11 10:00:00,zone_000,17,1.0,1.5,0.72,0,35.5,0
2024-01-11 11:00:00,zone_000,52,1.0,1.9,0.87,0,31.0,0
2024-01-11 12:00:00,zone_000,95,1.0,2.1,0.52,1,30.4,0
2024-01-11 13:00:00,zone_000,55,1.0,1.4,0.33,0,32.8,0
2024-01-11 14:00:00,zone_000,15,1.0,1.0,0.53,0,32.3,1
2024-01-11 15:00:00,zone_000,25,1.0,6.3,0.47,0,40.7,0
2024-01-11 16:00:00,zone_000,62,1.0,2.0,0.44,2,34.2,0
2024-01-11 17:00:00,zone_000,23,1.0,2.8,0.42,0,41.2,0
2024-01-11 18:00:00,zone_000,41,1.0,0.9,0.75,0,28.9,0
2024-01-11 19:00:00,zone_000,48,1.0,3.5,0.69,1,34.0,0
2024-01-11 20:00:00,zone_000,20,1.0,2.0,0.62,0,36.2,0
2024-01-11 21:00:00,zone_000,32,1.0,2.1,0.62,0,26.0,0
2024-01-11 22:00:00,zone_000,6,1.0,0.1,0.4,2,31.2,0
2024-01-11 23:00:00,zone_000,19,1.0,1.4,0.45,2,28.0,0
2024-01-12 00:00:00,zone_000,29,1.0,0.6,0.22,0,32.9,0
2024-01-12 01:00:00,zone_000,17,1.0,1.7,0.56,2,34.0,0
2024-01-12 02:00:00,zone_000,74,1.0,1.3,0.21,2,29.5,0
2024-01-12 03:00:00,zone_000,16,1.0,0.2,0.83,0,29.9,0
2024-01-12 04:00:00,zone_000,26,1.0,1.1,0.43,0,30.7,0
2024-01-12 05:00:00,zone_000,35,1.0,0.9,0.13,0,32.8,0
2024-01-12 06:00:00,zone_000,68,1.0,2.2,0.1,0,38.1,0
2024-01-12 07:00:00,zone_000,16,1.0,1.0,0.64,0,39.7,0
2024-01-12 08:00:00,zone_000,59,1.0,1.0,0.59,0,31.2,0
2024-01-12 09:00:00,zone_000,33,1.0,1.9,0.72,0,27.6,0
2024-01-12 10:00:00,zone_000,20,1.0,1.7,0.7,0,34.2,0
2024-01-12 11:00:00,zone_000,41,1.0,7.2,0.1,0,29.4,0
2024-01-12 12:00:00,zone_000,36,1.0,0.7,0.23,0,30.4,0
2024-01-12 13:00:00,zone_000,24,1.0,1.7,0.36,0,30.1,0
2024-01-12 14:00:00,zone_000,34,1.0,0.3,0.15,1,36.3,0
2024-01-12 15:00:00,zone_000,27,1.0,2.4,0.24,1,30.2,0
2024-01-12 16:00:00,zone_000,35,1.0,2.3,0.57,0,29.6,0
2024-01-12 17:00:00,zone_000,46,1.0,1.9,0.47,2,34.1,0
2024-01-12 18:00:00,zone_000,73,1.0,0.2,0.79,0,29.2,0
2024-01-12 19:00:00,zone_000,17,1.0,6.6,0.28,0,31.4,0
2024-01-12 20:00:00,zone_000,96,1.0,4.3,0.53,0,38.3,0
2024-01-12 21:00:00,zone_000,12,1.0,0.7,0.79,0,28.0,1
2024-01-12 22:00:00,zone_000,30,1.0,1.3,0.15,0,32.4,0
2024-01-12 23:00:00,zone_000,44,1.0,3.3,0.8,0,28.0,0
2024-01-13 00:00:00,zone_000,38,1.0,1.0,0.38,0,38.7,0
2024-01-13 01:00:00,zone_000,24,1.0,1.4,0.79,0,25.4,0
2024-01-13 02:00:00,zone_000,29,1.0,1.4,0.65,0,30.4,0
2024-01-13 03:00:00,zone_000,25,1.0,1.6,0.64,1,35.7,0
2024-01-13 04:00:00,zone_000,24,1.0,1.3,0.14,0,29.6,1
2024-01-13 05:00:00,zone_000,50,1.0,0.8,0.85,0,26.5,0
2024-01-13 06:00:00,zone_000,39,1.0,1.2,0.44,0,24.5,1
2024-01-13 07:00:00,zone_000,23,1.0,3.1,0.19,1,34.0,0
2024-01-13 08:00:00,zone_000,51,1.0,3.0,0.71,0,30.4,0
2024-01-13 09:00:00,zone_000,38,1.0,2.2,0.79,0,35.5,0
2024-01-13 10:00:00,zone_000,49,1.0,0.8,0.84,2,31.7,0
2024-01-13 11:00:00,zone_000,45,1.0,2.3,0.51,1,29.4,0
2024-01-13 12:00:00,zone_000,21,1.0,0.7,0.42,0,33.8,0
2024-01-13 13:00:00,zone_000,25,1.0,1.6,0.57,0,27.8,0
2024-01-13 14:00:00,zone_000,48,1.0,1.3,0.34,1,33.1,0
2024-01-13 15:00:00,zone_000,44,1.0,0.5,0.41,1,28.3,0
2024-01-13 16:00:00,zone_000,32,1.0,0.9,0.53,0,30.5,0
2024-01-13 17:00:00,zone_000,35,1.0,2.7,0.76,1,29.2,0
2024-01-13 18:00:00,zone_000,62,1.0,3.7,0.78,1,36.0,0
2024-01-13 19:00:00,zone_000,24,1.0,0.3,0.2,0,37.8,0
2024-01-13 20:00:00,zone_000,43,1.0,0.9,0.21,0,36.8,0
2024-01-13 21:00:00,zone_000,29,1.0,0.9,0.25,1,37.2,0
2024-01-13 22:00:00,zone_000,29,1.0,1.0,0.58,0,34.5,0
2024-01-13 23:00:00,zone_000,57,1.0,5.6,0.26,0,29.3,0
2024-01-14 00:00:00,zone_000,50,1.0,1.1,0.59,0,30.9,0
2024-01-14 01:00:00,zone_000,49,1.0,2.7,0.68,1,32.4,0
2024-01-14 02:00:00,zone_000,63,1.0,1.6,0.79,0,33.9,0
2024-01-14 03:00:00,zone_000,33,1.0,0.2,0.79,0,35.9,0
2024-01-14 04:00:00,zone_000,46,1.0,1.8,0.27,0,32.5,0
2024-01-14 05:00:00,zone_000,28,1.0,1.6,0.35,2,34.2,0
2024-01-14 06:00:00,zone_000,38,1.0,2.1,0.25,0,36.4,0
2024-01-14 07:00:00,zone_000,31,1.0,0.1,0.64,0,32.7,0
2024-01-14 08:00:00,zone_000,34,1.0,0.4,0.65,1,32.4,0
2024-01-14 09:00:00,zone_000,44,1.0,2.2,0.1,0,33.6,0
2024-01-14 10:00:00,zone_000,21,1.0,0.7,0.23,0,31.6,0
2024-01-14 11:00:00,zone_000,94,1.0,3.6,0.37,1,33.3,0
2024-01-14 12:00:00,zone_000,20,1.0,1.1,0.27,0,30.7,0
2024-01-14 13:00:00,zone_000,18,1.0,0.0,0.54,0,29.9,0
2024-01-14 14:00:00,zone_000,59,1.0,1.8,0.13,0,23.3,0
2024-01-14 15:00:00,zone_000,49,1.0,1.1,0.76,0,32.9,0
2024-01-14 16:00:00,zone_000,45,1.0,0.6,0.47,0,26.6,0
2024-01-14 17:00:00,zone_000,45,1.0,0.0,0.58,1,34.6,0
2024-01-14 18:00:00,zone_000,32,1.0,0.3,0.56,0,29.7,0
2024-01-14 19:00:00,zone_000,21,1.0,0.3,0.46,0,34.7,0
2024-01-14 20:00:00,zone_000,34,1.0,1.3,0.55,1,36.4,0
2024-01-14 21:00:00,zone_000,23,1.0,2.2,0.16,0,30.2,0
2024-01-14 22:00:00,zone_000,53,1.0,0.4,0.41,0,30.4,0
2024-01-14 23:00:00,zone_000,30,1.0,1.8,0.67,0,29.0,0
2024-01-15 00:00:00,zone_000,21,1.0,3.5,0.39,0,27.4,0
2024-01-15 01:00:00,zone_000,28,1.0,1.5,0.3,0,27.4,0
2024-01-15 02:00:00,zone_000,40,1.0,2.2,0.55,0,29.7,0
2024-01-15 03:00:00,zone_000,24,1.0,0.3,0.48,0,30.1,0
2024-01-15 04:00:00,zone_000,21,1.0,0.1,0.53,1,34.9,0
2024-01-15 05:00:00,zone_000,37,1.0,0.7,0.87,0,29.9,0
2024-01-15 06:00:00,zone_000,37,1.0,1.9,0.22,0,32.1,0
2024-01-15 07:00:00,zone_000,25,1.0,1.7,0.59,0,39.3,0
2024-01-15 08:00:00,zone_000,26,1.0,4.7,0.12,1,39.0,0
2024-01-15 09:00:00,zone_000,37,1.0,1.5,0.62,0,28.5,0
2024-01-15 10:00:00,zone_000,16,1.0,0.8,0.26,0,37.6,0
