date,zone,hotspot,hour,congestion_probability,current_speed_kmh,speed_pct_drop,is_accident,accident_duration_min,news_confidence,blockspot_classification,heavy_traffic_trigger,is_peak_hour,is_weekend
2014-01-01,Perambur,OMR,14,0.269,27.5,0.215,0,0,0.1,INCONCLUSIVE,0,0,0
2014-01-01,Chromepet,GST Road,18,0.574,18.9,0.459,0,0,0.22,INCONCLUSIVE,0,1,0
2014-01-01,Chromepet,IT Corridor,7,0.163,30.4,0.13,0,0,0.05,INCONCLUSIVE,0,0,0
2014-01-01,Chromepet,ECR,20,0.599,18.2,0.479,0,0,0.06,INCONCLUSIVE,0,1,0
2014-01-01,Chromepet,OMR,10,0.402,23.7,0.322,0,0,0.21,INCONCLUSIVE,0,1,0
2014-01-01,Sholinganallur,GST Road,15,0.292,26.8,0.234,0,0,0.06,INCONCLUSIVE,0,0,0
2014-01-01,Sholinganallur,IT Corridor,19,0.772,13.4,0.617,0,0,0.19,INCONCLUSIVE,0,1,0
2014-01-01,Sholinganallur,ECR,21,0.273,27.4,0.219,0,0,0.22,INCONCLUSIVE,0,0,0
2014-01-01,Sholinganallur,OMR,8,0.537,20.0,0.429,0,0,0.15,INCONCLUSIVE,0,1,0
2014-01-01,Guindy,GST Road,14,0.318,26.1,0.254,0,0,0.1,INCONCLUSIVE,0,0,0
2014-01-01,Guindy,IT Corridor,15,0.186,29.8,0.149,0,0,0.3,INCONCLUSIVE,0,0,0
2014-01-01,Guindy,ECR,15,0.1,32.2,0.08,0,0,0.28,INCONCLUSIVE,0,0,0
2014-01-01,Guindy,OMR,6,0.235,28.4,0.188,0,0,0.26,INCONCLUSIVE,0,0,0
2014-01-02,Adyar,GST Road,18,0.548,19.7,0.439,0,0,0.1,INCONCLUSIVE,0,1,0
2014-01-02,Adyar,IT Corridor,19,0.449,22.4,0.359,0,0,0.13,INCONCLUSIVE,0,1,0
2014-01-02,Adyar,ECR,17,0.554,19.5,0.443,0,0,0.23,INCONCLUSIVE,0,1,0
2014-01-02,Adyar,OMR,22,0.227,28.6,0.182,0,0,0.25,INCONCLUSIVE,0,0,0
2014-01-02,Velachery,GST Road,12,0.107,32.0,0.085,0,0,0.23,INCONCLUSIVE,0,0,0
2014-01-02,Velachery,IT Corridor,21,0.304,26.5,0.243,0,0,0.17,INCONCLUSIVE,0,0,0
2014-01-02,Velachery,ECR,19,0.671,16.2,0.536,0,0,0.1,INCONCLUSIVE,0,1,0
2014-01-02,Velachery,OMR,13,0.314,26.2,0.251,0,0,0.29,INCONCLUSIVE,0,0,0
2014-01-02,Tambaram,GST Road,8,0.502,20.9,0.402,0,0,0.08,INCONCLUSIVE,0,1,0
2014-01-02,Tambaram,IT Corridor,14,0.324,25.9,0.259,0,0,0.09,INCONCLUSIVE,0,0,0
2014-01-02,Tambaram,ECR,17,0.607,18.0,0.485,0,0,0.18,INCONCLUSIVE,0,1,0
2014-01-02,Tambaram,OMR,19,0.566,19.1,0.453,0,0,0.3,INCONCLUSIVE,0,1,0
2014-01-02,Anna Nagar,GST Road,10,0.528,20.2,0.422,0,0,0.19,INCONCLUSIVE,0,1,0
2014-01-02,Anna Nagar,IT Corridor,10,0.606,18.0,0.484,0,0,0.05,INCONCLUSIVE,0,1,0
2014-01-02,Anna Nagar,ECR,15,0.187,29.8,0.149,0,0,0.18,INCONCLUSIVE,0,0,0
2014-01-02,Anna Nagar,OMR,16,0.082,32.7,0.065,0,0,0.07,INCONCLUSIVE,0,0,0
2014-01-02,T Nagar,GST Road,15,0.25,28.0,0.2,0,0,0.23,INCONCLUSIVE,0,0,0
2014-01-02,T Nagar,IT Corridor,20,0.612,17.9,0.489,0,0,0.09,INCONCLUSIVE,0,1,0
2014-01-02,T Nagar,ECR,19,0.821,12.0,0.657,0,0,0.27,NORMAL_CONGESTION,0,1,0
2014-01-02,T Nagar,OMR,13,0.186,29.8,0.149,0,0,0.14,INCONCLUSIVE,0,0,0
2014-01-02,Porur,GST Road,16,0.244,28.2,0.195,0,0,0.1,INCONCLUSIVE,0,0,0
2014-01-02,Porur,IT Corridor,21,0.25,28.0,0.2,0,0,0.05,INCONCLUSIVE,0,0,0
2014-01-02,Porur,ECR,12,0.31,26.3,0.248,0,0,0.25,INCONCLUSIVE,0,0,0
2014-01-02,Porur,OMR,20,0.764,13.6,0.611,0,0,0.3,INCONCLUSIVE,0,1,0
2014-01-02,Perambur,GST Road,19,0.596,18.3,0.476,0,0,0.29,INCONCLUSIVE,0,1,0
2014-01-02,Perambur,IT Corridor,17,0.539,19.9,0.432,0,0,0.19,INCONCLUSIVE,0,1,0
2014-01-02,Perambur,ECR,7,0.436,22.8,0.349,0,0,0.1,INCONCLUSIVE,0,0,0
2014-01-02,Perambur,OMR,7,0.0,35.0,0.0,0,0,0.28,INCONCLUSIVE,0,0,0
2014-01-02,Chromepet,GST Road,8,0.618,17.7,0.494,0,0,0.14,INCONCLUSIVE,0,1,0
2014-01-02,Chromepet,IT Corridor,8,0.574,18.9,0.459,0,0,0.13,INCONCLUSIVE,0,1,0
2014-01-02,Chromepet,ECR,8,0.657,16.6,0.526,0,0,0.21,INCONCLUSIVE,0,1,0
2014-01-02,Chromepet,OMR,22,0.287,27.0,0.229,0,0,0.14,INCONCLUSIVE,0,0,0
2014-01-02,Sholinganallur,GST Road,19,0.605,18.1,0.484,0,0,0.08,INCONCLUSIVE,0,1,0
2014-01-02,Sholinganallur,IT Corridor,22,0.195,29.5,0.156,0,0,0.18,INCONCLUSIVE,0,0,0
2014-01-02,Sholinganallur,ECR,11,0.371,24.6,0.297,0,0,0.06,INCONCLUSIVE,0,0,0
2014-01-02,Sholinganallur,OMR,12,0.224,28.7,0.18,0,0,0.25,INCONCLUSIVE,0,0,0
2014-01-02,Guindy,GST Road,8,0.607,18.0,0.486,0,0,0.21,INCONCLUSIVE,0,1,0
2014-01-02,Guindy,IT Corridor,13,0.352,25.1,0.282,0,0,0.12,INCONCLUSIVE,0,0,0
2014-01-02,Guindy,ECR,11,0.272,27.4,0.217,0,0,0.1,INCONCLUSIVE,0,0,0
2014-01-02,Guindy,OMR,14,0.255,27.9,0.204,0,0,0.09,INCONCLUSIVE,0,0,0
2014-01-03,Adyar,GST Road,18,0.434,22.9,0.347,0,0,0.12,INCONCLUSIVE,0,1,0
2014-01-03,Adyar,IT Corridor,17,0.55,19.6,0.44,0,0,0.08,INCONCLUSIVE,0,1,0
2014-01-03,Adyar,ECR,11,0.253,27.9,0.202,0,0,0.3,INCONCLUSIVE,0,0,0
2014-01-03,Adyar,OMR,18,0.796,12.7,0.637,0,0,0.28,INCONCLUSIVE,0,1,0
2014-01-03,Velachery,GST Road,6,0.268,27.5,0.214,0,0,0.13,INCONCLUSIVE,0,0,0
2014-01-03,Velachery,IT Corridor,17,0.637,17.2,0.509,0,0,0.09,INCONCLUSIVE,0,1,0
2014-01-03,Velachery,ECR,22,0.171,30.2,0.137,0,0,0.25,INCONCLUSIVE,0,0,0
2014-01-03,Velachery,OMR,17,0.547,19.7,0.437,0,0,0.22,INCONCLUSIVE,0,1,0
2014-01-03,Tambaram,GST Road,18,0.511,20.7,0.409,0,0,0.24,INCONCLUSIVE,0,1,0
2014-01-03,Tambaram,IT Corridor,11,0.421,23.2,0.337,0,0,0.27,INCONCLUSIVE,0,0,0
2014-01-03,Tambaram,ECR,14,0.152,30.8,0.121,0,0,0.07,INCONCLUSIVE,0,0,0
2014-01-03,Tambaram,OMR,6,0.17,30.3,0.136,0,0,0.25,INCONCLUSIVE,0,0,0
2014-01-03,Anna Nagar,GST Road,16,0.356,25.0,0.284,0,0,0.21,INCONCLUSIVE,0,0,0
2014-01-03,Anna Nagar,IT Corridor,11,0.21,29.1,0.168,0,0,0.07,INCONCLUSIVE,0,0,0
2014-01-03,Anna Nagar,ECR,9,0.611,17.9,0.489,0,0,0.23,INCONCLUSIVE,0,1,0
2014-01-03,Anna Nagar,OMR,13,0.249,28.0,0.2,0,0,0.27,INCONCLUSIVE,0,0,0
2014-01-03,T Nagar,GST Road,22,0.317,26.1,0.254,0,0,0.21,INCONCLUSIVE,0,0,0
2014-01-03,T Nagar,IT Corridor,20,0.625,17.5,0.5,0,0,0.21,INCONCLUSIVE,0,1,0
2014-01-03,T Nagar,ECR,16,0.197,29.5,0.157,0,0,0.23,INCONCLUSIVE,0,0,0
2014-01-03,T Nagar,OMR,11,0.21,29.1,0.168,0,0,0.25,INCONCLUSIVE,0,0,0
2014-01-03,Porur,GST Road,20,0.399,23.8,0.32,0,0,0.25,INCONCLUSIVE,0,1,0
2014-01-03,Porur,IT Corridor,6,0.297,26.7,0.237,0,0,0.17,INCONCLUSIVE,0,0,0
2014-01-03,Porur,ECR,14,0.288,26.9,0.23,0,0,0.11,INCONCLUSIVE,0,0,0
2014-01-03,Porur,OMR,13,0.316,26.1,0.253,0,0,0.13,INCONCLUSIVE,0,0,0
2014-01-03,Perambur,GST Road,18,0.699,15.4,0.559,0,0,0.29,INCONCLUSIVE,0,1,0
2014-01-03,Perambur,IT Corridor,22,0.324,25.9,0.259,0,0,0.18,INCONCLUSIVE,0,0,0
2014-01-03,Perambur,ECR,20,0.613,17.8,0.491,0,0,0.23,INCONCLUSIVE,0,1,0
2014-01-03,Perambur,OMR,18,0.513,20.6,0.411,0,0,0.13,INCONCLUSIVE,0,1,0
2014-01-03,Chromepet,GST Road,10,0.502,21.0,0.401,0,0,0.05,INCONCLUSIVE,0,1,0
2014-01-03,Chromepet,IT Corridor,8,0.699,15.4,0.56,0,0,0.14,INCONCLUSIVE,0,1,0
2014-01-03,Chromepet,ECR,12,0.297,26.7,0.238,0,0,0.14,INCONCLUSIVE,0,0,0
2014-01-03,Chromepet,OMR,7,0.264,27.6,0.211,0,0,0.23,INCONCLUSIVE,0,0,0
2014-01-03,Sholinganallur,GST Road,22,0.33,25.8,0.264,0,0,0.21,INCONCLUSIVE,0,0,0
2014-01-03,Sholinganallur,IT Corridor,14,0.203,29.3,0.162,0,0,0.14,INCONCLUSIVE,0,0,0
2014-01-03,Sholinganallur,ECR,8,0.568,19.1,0.455,0,0,0.19,INCONCLUSIVE,0,1,0
2014-01-03,Sholinganallur,OMR,20,0.626,17.5,0.5,0,0,0.21,INCONCLUSIVE,0,1,0
2014-01-03,Guindy,GST Road,21,0.333,25.7,0.266,0,0,0.15,INCONCLUSIVE,0,0,0
2014-01-03,Guindy,IT Corridor,15,0.244,28.2,0.195,0,0,0.18,INCONCLUSIVE,0,0,0
2014-01-03,Guindy,ECR,9,0.395,23.9,0.316,0,0,0.13,INCONCLUSIVE,0,1,0
2014-01-03,Guindy,OMR,10,0.472,21.8,0.378,0,0,0.23,INCONCLUSIVE,0,1,0
2014-01-04,Adyar,GST Road,16,0.179,30.0,0.144,0,0,0.28,INCONCLUSIVE,0,0,1
2014-01-04,Adyar,IT Corridor,21,0.243,28.2,0.194,0,0,0.11,INCONCLUSIVE,0,0,1
2014-01-04,Adyar,ECR,20,0.359,25.0,0.287,0,0,0.18,INCONCLUSIVE,0,1,1
2014-01-04,Adyar,OMR,18,0.308,26.4,0.246,0,0,0.23,INCONCLUSIVE,0,1,1
2014-01-04,Velachery,GST Road,20,0.239,28.3,0.192,0,0,0.26,INCONCLUSIVE,0,1,1
2014-01-04,Velachery,IT Corridor,22,0.338,25.5,0.27,0,0,0.27,INCONCLUSIVE,0,0,1
2014-01-04,Velachery,ECR,7,0.298,26.7,0.238,0,0,0.07,INCONCLUSIVE,0,0,1
2014-01-04,Velachery,OMR,13,0.156,30.6,0.125,0,0,0.21,INCONCLUSIVE,0,0,1
2014-01-04,Tambaram,GST Road,6,0.094,32.4,0.075,0,0,0.05,INCONCLUSIVE,0,0,1
2014-01-04,Tambaram,IT Corridor,9,0.398,23.9,0.318,0,0,0.26,INCONCLUSIVE,0,1,1
2014-01-04,Tambaram,ECR,15,0.294,26.8,0.235,0,0,0.27,INCONCLUSIVE,0,0,1
2014-01-04,Tambaram,OMR,9,0.139,31.1,0.112,0,0,0.23,INCONCLUSIVE,0,1,1
2014-01-04,Anna Nagar,GST Road,12,0.343,25.4,0.274,0,0,0.06,INCONCLUSIVE,0,0,1
2014-01-04,Anna Nagar,IT Corridor,15,0.106,32.0,0.085,0,0,0.27,INCONCLUSIVE,0,0,1
2014-01-04,Anna Nagar,ECR,21,0.365,24.8,0.292,0,0,0.15,INCONCLUSIVE,0,0,1
2014-01-04,Anna Nagar,OMR,21,0.308,26.4,0.246,0,0,0.23,INCONCLUSIVE,0,0,1
2014-01-04,T Nagar,GST Road,19,0.312,26.3,0.249,0,0,0.1,INCONCLUSIVE,0,1,1
2014-01-04,T Nagar,IT Corridor,16,0.156,30.6,0.125,0,0,0.15,INCONCLUSIVE,0,0,1
2014-01-04,T Nagar,ECR,14,0.246,28.1,0.197,0,0,0.06,INCONCLUSIVE,0,0,1
2014-01-04,T Nagar,OMR,15,0.356,25.0,0.285,0,0,0.13,INCONCLUSIVE,0,0,1
2014-01-04,Porur,GST Road,16,0.124,31.5,0.099,0,0,0.13,INCONCLUSIVE,0,0,1
2014-01-04,Porur,IT Corridor,18,0.147,30.9,0.118,0,0,0.12,INCONCLUSIVE,0,1,1
2014-01-04,Porur,ECR,8,0.575,18.9,0.46,0,0,0.15,INCONCLUSIVE,0,1,1
2014-01-04,Porur,OMR,13,0.432,22.9,0.346,0,0,0.25,INCONCLUSIVE,0,0,1
2014-01-04,Perambur,GST Road,10,0.244,28.2,0.195,0,0,0.15,INCONCLUSIVE,0,1,1
2014-01-04,Perambur,IT Corridor,18,0.197,29.5,0.157,0,0,0.05,INCONCLUSIVE,0,1,1
2014-01-04,Perambur,ECR,9,0.25,28.0,0.2,0,0,0.15,INCONCLUSIVE,0,1,1
2014-01-04,Perambur,OMR,8,0.189,29.7,0.151,0,0,0.06,INCONCLUSIVE,0,1,1
2014-01-04,Chromepet,GST Road,19,0.254,27.9,0.203,0,0,0.17,INCONCLUSIVE,0,1,1
2014-01-04,Chromepet,IT Corridor,6,0.258,27.8,0.207,0,0,0.17,INCONCLUSIVE,0,0,1
2014-01-04,Chromepet,ECR,7,0.188,29.7,0.151,0,0,0.23,INCONCLUSIVE,0,0,1
2014-01-04,Chromepet,OMR,17,0.152,30.8,0.121,0,0,0.27,INCONCLUSIVE,0,1,1
2014-01-04,Sholinganallur,GST Road,13,0.452,22.3,0.362,0,0,0.18,INCONCLUSIVE,0,0,1
2014-01-04,Sholinganallur,IT Corridor,20,0.212,29.1,0.17,0,0,0.27,INCONCLUSIVE,0,1,1
2014-01-04,Sholinganallur,ECR,16,0.307,26.4,0.246,0,0,0.13,INCONCLUSIVE,0,0,1
2014-01-04,Sholinganallur,OMR,17,0.293,26.8,0.234,0,0,0.09,INCONCLUSIVE,0,1,1
2014-01-04,Guindy,GST Road,13,0.188,29.7,0.15,0,0,0.29,INCONCLUSIVE,0,0,1
2014-01-04,Guindy,IT Corridor,11,0.21,29.1,0.168,0,0,0.16,INCONCLUSIVE,0,0,1
2014-01-04,Guindy,ECR,20,0.199,29.4,0.159,0,0,0.22,INCONCLUSIVE,0,1,1
2014-01-04,Guindy,OMR,19,0.289,26.9,0.231,0,0,0.22,INCONCLUSIVE,0,1,1
2014-01-05,Adyar,GST Road,13,0.214,29.0,0.171,0,0,0.14,INCONCLUSIVE,0,0,1
2014-01-05,Adyar,IT Corridor,7,0.182,29.9,0.146,0,0,0.11,INCONCLUSIVE,0,0,1
2014-01-05,Adyar,ECR,10,0.131,31.3,0.105,0,0,0.17,INCONCLUSIVE,0,1,1
2014-01-05,Adyar,OMR,13,0.271,27.4,0.216,0,0,0.25,INCONCLUSIVE,0,0,1
2014-01-05,Velachery,GST Road,22,0.222,28.8,0.178,0,0,0.28,INCONCLUSIVE,0,0,1
2014-01-05,Velachery,IT Corridor,19,0.253,27.9,0.202,0,0,0.13,INCONCLUSIVE,0,1,1
2014-01-05,Velachery,ECR,11,0.124,31.5,0.099,0,0,0.12,INCONCLUSIVE,0,0,1
2014-01-05,Velachery,OMR,7,0.335,25.6,0.268,0,0,0.05,INCONCLUSIVE,0,0,1
2014-01-05,Tambaram,GST Road,10,0.243,28.2,0.194,0,0,0.12,INCONCLUSIVE,0,1,1
2014-01-05,Tambaram,IT Corridor,15,0.241,28.2,0.193,0,0,0.1,INCONCLUSIVE,0,0,1
2014-01-05,Tambaram,ECR,12,0.31,26.3,0.248,0,0,0.14,INCONCLUSIVE,0,0,1
2014-01-05,Tambaram,OMR,20,0.366,24.8,0.292,0,0,0.2,INCONCLUSIVE,0,1,1
2014-01-05,Anna Nagar,GST Road,22,0.258,27.8,0.206,0,0,0.06,INCONCLUSIVE,0,0,1
2014-01-05,Anna Nagar,IT Corridor,7,0.201,29.4,0.161,0,0,0.17,INCONCLUSIVE,0,0,1
2014-01-05,Anna Nagar,ECR,8,0.29,26.9,0.232,0,0,0.2,INCONCLUSIVE,0,1,1
2014-01-05,Anna Nagar,OMR,18,0.174,30.1,0.139,0,0,0.27,INCONCLUSIVE,0,1,1
2014-01-05,T Nagar,GST Road,12,0.161,30.5,0.129,0,0,0.06,INCONCLUSIVE,0,0,1
2014-01-05,T Nagar,IT Corridor,8,0.194,29.6,0.155,0,0,0.26,INCONCLUSIVE,0,1,1
2014-01-05,T Nagar,ECR,7,0.31,26.3,0.248,0,0,0.24,INCONCLUSIVE,0,0,1
2014-01-05,T Nagar,OMR,12,0.348,25.3,0.278,0,0,0.07,INCONCLUSIVE,0,0,1
2014-01-05,Porur,GST Road,14,0.435,22.8,0.348,0,0,0.15,INCONCLUSIVE,0,0,1
2014-01-05,Porur,IT Corridor,15,0.115,31.8,0.092,0,0,0.17,INCONCLUSIVE,0,0,1
2014-01-05,Porur,ECR,9,0.439,22.7,0.351,0,0,0.06,INCONCLUSIVE,0,1,1
2014-01-05,Porur,OMR,22,0.231,28.5,0.185,0,0,0.24,INCONCLUSIVE,0,0,1
2014-01-05,Perambur,GST Road,10,0.102,32.2,0.081,0,0,0.11,INCONCLUSIVE,0,1,1
2014-01-05,Perambur,IT Corridor,13,0.206,29.2,0.165,0,0,0.11,INCONCLUSIVE,0,0,1
2014-01-05,Perambur,ECR,9,0.228,28.6,0.182,0,0,0.22,INCONCLUSIVE,0,1,1
2014-01-05,Perambur,OMR,15,0.343,25.4,0.274,0,0,0.29,INCONCLUSIVE,0,0,1
2014-01-05,Chromepet,GST Road,8,0.37,24.7,0.296,0,0,0.25,INCONCLUSIVE,0,1,1
2014-01-05,Chromepet,IT Corridor,8,0.092,32.4,0.074,0,0,0.06,INCONCLUSIVE,0,1,1
2014-01-05,Chromepet,ECR,19,0.192,29.6,0.153,0,0,0.15,INCONCLUSIVE,0,1,1
2014-01-05,Chromepet,OMR,22,0.3,26.6,0.24,0,0,0.18,INCONCLUSIVE,0,0,1
2014-01-05,Sholinganallur,GST Road,19,0.098,32.3,0.078,0,0,0.14,INCONCLUSIVE,0,1,1
2014-01-05,Sholinganallur,IT Corridor,21,0.3,26.6,0.24,0,0,0.22,INCONCLUSIVE,0,0,1
2014-01-05,Sholinganallur,ECR,20,0.297,26.7,0.238,0,0,0.1,INCONCLUSIVE,0,1,1
2014-01-05,Sholinganallur,OMR,16,0.165,30.4,0.132,0,0,0.24,INCONCLUSIVE,0,0,1
2014-01-05,Guindy,GST Road,16,0.089,32.5,0.071,0,0,0.05,INCONCLUSIVE,0,0,1
2014-01-05,Guindy,IT Corridor,18,0.375,24.5,0.3,0,0,0.06,INCONCLUSIVE,0,1,1
2014-01-05,Guindy,ECR,10,0.409,23.6,0.327,0,0,0.2,INCONCLUSIVE,0,1,1
2014-01-05,Guindy,OMR,20,0.181,29.9,0.145,0,0,0.24,INCONCLUSIVE,0,1,1
2014-01-06,Adyar,GST Road,6,0.323,26.0,0.258,0,0,0.07,INCONCLUSIVE,0,0,0
2014-01-06,Adyar,IT Corridor,9,0.462,22.1,0.37,0,0,0.23,INCONCLUSIVE,0,1,0
2014-01-06,Adyar,ECR,16,0.144,31.0,0.116,0,0,0.15,INCONCLUSIVE,0,0,0
2014-01-06,Adyar,OMR,9,0.862,10.9,0.69,0,0,0.11,NORMAL_CONGESTION,0,1,0
2014-01-06,Velachery,GST Road,19,0.685,15.8,0.548,0,0,0.09,INCONCLUSIVE,0,1,0
2014-01-06,Velachery,IT Corridor,15,0.333,25.7,0.266,0,0,0.2,INCONCLUSIVE,0,0,0
2014-01-06,Velachery,ECR,22,0.32,26.0,0.256,0,0,0.12,INCONCLUSIVE,0,0,0
2014-01-06,Velachery,OMR,20,0.499,21.0,0.399,0,0,0.13,INCONCLUSIVE,0,1,0
2014-01-06,Tambaram,GST Road,19,0.647,16.9,0.518,0,0,0.28,INCONCLUSIVE,0,1,0
2014-01-06,Tambaram,IT Corridor,12,0.321,26.0,0.257,0,0,0.23,INCONCLUSIVE,0,0,0
2014-01-06,Tambaram,ECR,8,0.586,18.6,0.469,0,0,0.27,INCONCLUSIVE,0,1,0
2014-01-06,Tambaram,OMR,18,0.569,19.1,0.455,0,0,0.29,INCONCLUSIVE,0,1,0
2014-01-06,Anna Nagar,GST Road,16,0.227,28.7,0.181,0,0,0.09,INCONCLUSIVE,0,0,0
2014-01-06,Anna Nagar,IT Corridor,20,0.603,18.1,0.482,0,0,0.29,INCONCLUSIVE,0,1,0
2014-01-06,Anna Nagar,ECR,19,0.692,15.6,0.554,0,0,0.2,INCONCLUSIVE,0,1,0
2014-01-06,Anna Nagar,OMR,19,0.6,18.2,0.48,0,0,0.24,INCONCLUSIVE,0,1,0
2014-01-06,T Nagar,GST Road,13,0.164,30.4,0.131,0,0,0.09,INCONCLUSIVE,0,0,0
2014-01-06,T Nagar,IT Corridor,17,0.71,15.1,0.568,0,0,0.24,INCONCLUSIVE,0,1,0
2014-01-06,T Nagar,ECR,9,0.517,20.5,0.413,0,0,0.18,INCONCLUSIVE,0,1,0
2014-01-06,T Nagar,OMR,16,0.257,27.8,0.206,0,0,0.26,INCONCLUSIVE,0,0,0
2014-01-06,Porur,GST Road,11,0.388,24.1,0.311,0,0,0.17,INCONCLUSIVE,0,0,0
2014-01-06,Porur,IT Corridor,16,0.025,34.3,0.02,0,0,0.06,INCONCLUSIVE,0,0,0
2014-01-06,Porur,ECR,15,0.04,33.9,0.032,0,0,0.18,INCONCLUSIVE,0,0,0
2014-01-06,Porur,OMR,14,0.411,23.5,0.329,0,0,0.25,INCONCLUSIVE,0,0,0
2014-01-06,Perambur,GST Road,6,0.21,29.1,0.168,0,0,0.19,INCONCLUSIVE,0,0,0
2014-01-06,Perambur,IT Corridor,20,0.618,17.7,0.494,0,0,0.21,INCONCLUSIVE,0,1,0
2014-01-06,Perambur,ECR,8,0.539,19.9,0.431,0,0,0.06,INCONCLUSIVE,0,1,0
2014-01-06,Perambur,OMR,21,0.084,32.6,0.067,0,0,0.18,INCONCLUSIVE,0,0,0
2014-01-06,Chromepet,GST Road,9,0.443,22.6,0.354,0,0,0.07,INCONCLUSIVE,0,1,0
2014-01-06,Chromepet,IT Corridor,22,0.219,28.9,0.175,0,0,0.29,INCONCLUSIVE,0,0,0
2014-01-06,Chromepet,ECR,12,0.216,28.9,0.173,0,0,0.23,INCONCLUSIVE,0,0,0
2014-01-06,Chromepet,OMR,17,0.55,19.6,0.44,0,0,0.18,INCONCLUSIVE,0,1,0
2014-01-06,Sholinganallur,GST Road,17,0.639,17.1,0.511,0,0,0.06,INCONCLUSIVE,0,1,0
2014-01-06,Sholinganallur,IT Corridor,20,0.496,21.1,0.397,0,0,0.22,INCONCLUSIVE,0,1,0
2014-01-06,Sholinganallur,ECR,14,0.195,29.5,0.156,0,0,0.2,INCONCLUSIVE,0,0,0
2014-01-06,Sholinganallur,OMR,19,0.59,18.5,0.472,0,0,0.27,INCONCLUSIVE,0,1,0
2014-01-06,Guindy,GST Road,6,0.121,31.6,0.096,0,0,0.18,INCONCLUSIVE,0,0,0
2014-01-06,Guindy,IT Corridor,13,0.038,33.9,0.031,0,0,0.28,INCONCLUSIVE,0,0,0
2014-01-06,Guindy,ECR,10,0.569,19.1,0.455,0,0,0.13,INCONCLUSIVE,0,1,0
2014-01-06,Guindy,OMR,18,0.649,16.8,0.519,0,0,0.08,INCONCLUSIVE,0,1,0
2014-01-07,Adyar,GST Road,13,0.313,26.2,0.25,0,0,0.19,INCONCLUSIVE,0,0,0
2014-01-07,Adyar,IT Corridor,17,0.66,16.5,0.528,0,0,0.26,INCONCLUSIVE,0,1,0
2014-01-07,Adyar,ECR,22,0.298,26.7,0.238,0,0,0.23,INCONCLUSIVE,0,0,0
