ds,zone,y,rolling_7d,bandh_event,heavy_rain,extreme_rain
2014-03-08,Adyar,0.0,0.0,0,0,0
2014-03-09,Adyar,0.0,0.0,0,0,0
2014-03-10,Adyar,0.0,0.0,0,0,0
2014-03-11,Adyar,0.0,0.0,0,0,0
2014-03-12,Adyar,0.0,0.0,0,0,0
2014-03-13,Adyar,0.0,0.0,0,0,0
2014-03-14,Adyar,0.0,0.0,0,0,0
2014-03-15,Adyar,0.0,0.0,0,0,0
2014-03-16,Adyar,0.0,0.0,0,0,0
2014-03-17,Adyar,0.0,0.0,0,0,0
2014-03-18,Adyar,0.0,0.0,0,0,0
2014-03-19,Adyar,0.0,0.0,0,0,0
2014-03-20,Adyar,0.0,0.0,0,0,0
2014-03-21,Adyar,0.0,0.0,0,0,0
2014-03-22,Adyar,0.0,0.0,0,0,0
2014-03-23,Adyar,0.0,0.0,0,0,0
2014-03-24,Adyar,0.0,0.0,0,0,0
2014-03-25,Adyar,0.0,0.0,0,0,0
2014-03-26,Adyar,0.0,0.0,0,0,0
2014-03-27,Adyar,0.0,0.0,0,0,0
2014-03-28,Adyar,0.0,0.0,1,0,0
2014-03-29,Adyar,0.0,0.0,0,0,0
2014-03-30,Adyar,0.0,0.0,0,0,0
2014-03-31,Adyar,0.0,0.0,0,0,0
2014-04-01,Adyar,0.0,0.0,0,0,0
2014-04-02,Adyar,0.0,0.0,0,0,0
2014-04-03,Adyar,0.0,0.0,0,0,0
2014-04-04,Adyar,0.0,0.0,0,0,0
2014-04-05,Adyar,0.0,0.0,0,0,0
2014-04-06,Adyar,0.0,0.0,0,0,0
2014-04-07,Adyar,0.0,0.0,0,0,0
2014-04-08,Adyar,0.0,0.0,0,0,0
2014-04-09,Adyar,0.0,0.0,0,0,0
2014-04-10,Adyar,0.0,0.0,0,0,0
2014-04-11,Adyar,0.0,0.0,0,0,0
2014-04-12,Adyar,0.0,0.0,0,0,0
2014-04-13,Adyar,0.0,0.0,0,0,0
2014-04-14,Adyar,0.0,0.0,0,0,0
2014-04-15,Adyar,0.0,0.0,0,0,0
2014-04-16,Adyar,0.0,0.0,0,0,0
2014-04-17,Adyar,0.0,0.0,0,0,0
2014-04-18,Adyar,0.0,0.0,0,0,0
2014-04-19,Adyar,0.0,0.0,0,0,0
2014-04-20,Adyar,0.0,0.0,0,0,0
2014-04-21,Adyar,0.0,0.0,0,0,0
2014-04-22,Adyar,0.0,0.0,0,0,0
2014-04-23,Adyar,0.0,0.0,0,0,0
2014-04-24,Adyar,0.0,0.0,0,0,0
2014-04-25,Adyar,0.0,0.0,0,0,0
2014-04-26,Adyar,0.0,0.0,0,0,0
2014-04-27,Adyar,0.0,0.0,0,0,0
2014-04-28,Adyar,0.0,0.0,0,0,0
2014-04-29,Adyar,0.0,0.0,0,0,0
2014-04-30,Adyar,0.0,0.0,0,0,0
2014-05-01,Adyar,0.0,0.0,0,0,0
2014-05-02,Adyar,0.0,0.0,0,0,0
2014-05-03,Adyar,0.0,0.0,0,0,0
2014-05-04,Adyar,0.0,0.0,0,0,0
2014-05-05,Adyar,0.0,0.0,0,0,0
2014-05-06,Adyar,0.0,0.0,0,0,0
2014-05-07,Adyar,0.0,0.0,0,0,0
2014-05-08,Adyar,0.0,0.0,0,0,0
2014-05-09,Adyar,0.0,0.0,0,0,0
2014-05-10,Adyar,0.0,0.0,0,0,0
2014-05-11,Adyar,0.0,0.0,0,0,0
2014-05-12,Adyar,0.0,0.0,0,0,0
2014-05-13,Adyar,0.0,0.0,0,0,0
2014-05-14,Adyar,0.0,0.0,0,0,0
2014-05-15,Adyar,0.0,0.0,0,0,0
2014-05-16,Adyar,0.0,0.0,0,0,0
2014-05-17,Adyar,0.0,0.0,0,0,0
2014-05-18,Adyar,0.0,0.0,0,0,0
2014-05-19,Adyar,0.0,0.0,1,0,0
2014-05-20,Adyar,0.0,0.0,0,0,0
2014-05-21,Adyar,0.0,0.0,0,0,0
2014-05-22,Adyar,0.0,0.0,0,0,0
2014-05-23,Adyar,0.0,0.0,0,0,0
2014-05-24,Adyar,0.0,0.0,0,0,0
2014-05-25,Adyar,0.0,0.0,0,0,0
2014-05-26,Adyar,0.0,0.0,0,0,0
2014-05-27,Adyar,0.0,0.0,0,0,0
2014-05-28,Adyar,0.0,0.0,0,0,0
2014-05-29,Adyar,0.0,0.0,0,0,0
2014-05-30,Adyar,0.0,0.0,0,0,0
2014-05-31,Adyar,0.0,0.0,0,0,0
2014-06-01,Adyar,0.0,0.0,1,0,0
2014-06-02,Adyar,0.0,0.0,0,0,0
2014-06-03,Adyar,0.0,0.0,0,0,0
2014-06-04,Adyar,0.0,0.0,0,0,0
2014-06-05,Adyar,0.0,0.0,0,0,0
2014-06-06,Adyar,0.0,0.0,0,0,0
2014-06-07,Adyar,0.0,0.0,0,0,0
2014-06-08,Adyar,0.0,0.0,0,0,0
2014-06-09,Adyar,0.0,0.0,0,0,0
2014-06-10,Adyar,0.0,0.0,0,0,0
2014-06-11,Adyar,0.0,0.0,0,0,0
2014-06-12,Adyar,0.0,0.0,0,0,0
2014-06-13,Adyar,0.0,0.0,0,0,0
2014-06-14,Adyar,0.0,0.0,0,0,0
2014-06-15,Adyar,0.0,0.0,0,0,0
2014-06-16,Adyar,0.0,0.0,0,0,0
2014-06-17,Adyar,0.0,0.0,0,0,0
2014-06-18,Adyar,0.0,0.0,0,0,0
2014-06-19,Adyar,0.0,0.0,0,0,0
2014-06-20,Adyar,0.0,0.0,0,0,0
2014-06-21,Adyar,0.0,0.0,0,0,0
2014-06-22,Adyar,0.0,0.0,0,0,0
2014-06-23,Adyar,0.0,0.0,0,0,0
2014-06-24,Adyar,0.0,0.0,0,0,0
2014-06-25,Adyar,0.0,0.0,0,0,0
2014-06-26,Adyar,0.0,0.0,0,0,0
2014-06-27,Adyar,0.0,0.0,0,0,0
2014-06-28,Adyar,0.0,0.0,0,0,0
2014-06-29,Adyar,0.0,0.0,0,0,0
2014-06-30,Adyar,0.0,0.0,1,0,0
2014-07-01,Adyar,0.0,0.0,1,0,0
2014-07-02,Adyar,0.0,0.0,0,0,0
2014-07-03,Adyar,0.0,0.0,0,0,0
2014-07-04,Adyar,0.0,0.0,0,0,0
2014-07-05,Adyar,0.0,0.0,0,0,0
2014-07-06,Adyar,0.0,0.0,0,0,0
2014-07-07,Adyar,0.0,0.0,0,0,0
2014-07-08,Adyar,0.0,0.0,0,0,0
2014-07-09,Adyar,0.0,0.0,0,0,0
2014-07-10,Adyar,0.0,0.0,1,0,0
2014-07-11,Adyar,0.0,0.0,0,0,0
2014-07-12,Adyar,0.0,0.0,0,0,0
2014-07-13,Adyar,0.0,0.0,0,0,0
2014-07-14,Adyar,0.0,0.0,0,0,0
2014-07-15,Adyar,0.0,0.0,0,0,0
2014-07-16,Adyar,0.0,0.0,0,0,0
2014-07-17,Adyar,0.0,0.0,0,0,0
2014-07-18,Adyar,0.0,0.0,0,0,0
2014-07-19,Adyar,0.0,0.0,0,0,0
2014-07-20,Adyar,0.0,0.0,0,0,0
2014-07-21,Adyar,0.0,0.0,0,0,0
2014-07-22,Adyar,0.0,0.0,0,0,0
2014-07-23,Adyar,0.0,0.0,0,0,0
2014-07-24,Adyar,0.0,0.0,0,0,0
2014-07-25,Adyar,0.0,0.0,0,0,0
2014-07-26,Adyar,0.0,0.0,0,0,0
2014-07-27,Adyar,0.0,0.0,0,0,0
2014-07-28,Adyar,0.0,0.0,0,0,0
2014-07-29,Adyar,0.0,0.0,0,0,0
2014-07-30,Adyar,0.0,0.0,0,0,0
2014-07-31,Adyar,0.0,0.0,0,0,0
2014-08-01,Adyar,0.0,0.0,0,0,0
2014-08-02,Adyar,0.0,0.0,0,0,0
2014-08-03,Adyar,0.0,0.0,0,0,0
2014-08-04,Adyar,0.0,0.0,0,0,0
2014-08-05,Adyar,0.0,0.0,0,0,0
2014-08-06,Adyar,0.0,0.0,0,0,0
2014-08-07,Adyar,0.0,0.0,0,0,0
2014-08-08,Adyar,0.0,0.0,1,0,0
2014-08-09,Adyar,0.0,0.0,0,0,0
2014-08-10,Adyar,0.0,0.0,0,0,0
2014-08-11,Adyar,0.0,0.0,0,0,0
2014-08-12,Adyar,0.0,0.0,0,0,0
2014-08-13,Adyar,0.0,0.0,0,0,0
2014-08-14,Adyar,0.0,0.0,0,0,0
2014-08-15,Adyar,0.0,0.0,0,0,0
2014-08-16,Adyar,0.0,0.0,0,0,0
2014-08-17,Adyar,0.0,0.0,0,0,0
2014-08-18,Adyar,0.0,0.0,0,0,0
2014-08-19,Adyar,0.0,0.0,0,0,0
2014-08-20,Adyar,0.0,0.0,0,0,0
2014-08-21,Adyar,0.0,0.0,0,0,0
2014-08-22,Adyar,0.0,0.0,0,0,0
2014-08-23,Adyar,0.0,0.0,0,0,0
2014-08-24,Adyar,0.0,0.0,0,0,0
2014-08-25,Adyar,0.0,0.0,0,0,0
2014-08-26,Adyar,0.0,0.0,0,0,0
2014-08-27,Adyar,0.0,0.0,0,0,0
2014-08-28,Adyar,0.0,0.0,0,0,0
2014-08-29,Adyar,0.0,0.0,0,0,0
2014-08-30,Adyar,0.0,0.0,0,0,0
2014-08-31,Adyar,0.0,0.0,0,0,0
2014-09-01,Adyar,0.0,0.0,0,0,0
2014-09-02,Adyar,0.0,0.0,0,0,0
2014-09-03,Adyar,0.0,0.0,0,0,0
2014-09-04,Adyar,0.0,0.0,0,0,0
2014-09-05,Adyar,0.0,0.0,0,0,0
2014-09-06,Adyar,0.0,0.0,0,0,0
2014-09-07,Adyar,0.0,0.0,0,0,0
2014-09-08,Adyar,0.0,0.0,0,0,0
2014-09-09,Adyar,0.0,0.0,0,0,0
2014-09-10,Adyar,0.0,0.0,0,0,0
2014-09-11,Adyar,0.0,0.0,0,0,0
2014-09-12,Adyar,0.0,0.0,0,0,0
2014-09-13,Adyar,0.0,0.0,0,0,0
2014-09-14,Adyar,0.0,0.0,0,0,0
2014-09-15,Adyar,0.0,0.0,0,0,0
2014-09-16,Adyar,0.0,0.0,0,0,0
2014-09-17,Adyar,0.0,0.0,0,0,0
2014-09-18,Adyar,0.0,0.0,0,0,0
2014-09-19,Adyar,0.0,0.0,0,0,0
2014-09-20,Adyar,0.0,0.0,0,0,0
2014-09-21,Adyar,0.0,0.0,0,0,0
2014-09-22,Adyar,0.0,0.0,0,0,0
2014-09-23,Adyar,0.0,0.0,0,0,0
2014-09-24,Adyar,0.0,0.0,0,0,0
2014-09-25,Adyar,0.0,0.0,0,0,0
2014-09-26,Adyar,0.0,0.0,0,0,0
2014-09-27,Adyar,0.0,0.0,0,0,0
2014-09-28,Adyar,0.0,0.0,0,0,0
2014-09-29,Adyar,0.0,0.0,0,0,0
2014-09-30,Adyar,0.0,0.0,0,0,0
2014-10-01,Adyar,0.0,0.0,0,0,0
2014-10-02,Adyar,0.0,0.0,0,0,0
2014-10-03,Adyar,0.0,0.0,0,0,0
2014-10-04,Adyar,0.0,0.0,0,0,0
2014-10-05,Adyar,0.0,0.0,0,0,0
2014-10-06,Adyar,0.0,0.0,0,0,0
2014-10-07,Adyar,0.0,0.0,0,0,0
2014-10-08,Adyar,0.0,0.0,0,0,0
2014-10-09,Adyar,0.0,0.0,0,0,0
2014-10-10,Adyar,0.0,0.0,0,0,0
2014-10-11,Adyar,0.0,0.0,0,0,0
2014-10-12,Adyar,0.0,0.0,0,0,0
2014-10-13,Adyar,0.0,0.0,0,0,0
2014-10-14,Adyar,0.0,0.0,0,0,0
2014-10-15,Adyar,0.0,0.0,0,0,0
2014-10-16,Adyar,0.0,0.0,0,0,0
2014-10-17,Adyar,0.0,0.0,0,0,0
2014-10-18,Adyar,0.0,0.0,0,0,0
2014-10-19,Adyar,0.0,0.0,0,0,0
2014-10-20,Adyar,0.0,0.0,0,0,0
2014-10-21,Adyar,0.0,0.0,0,0,0
2014-10-22,Adyar,0.0,0.0,0,0,0
2014-10-23,Adyar,0.0,0.0,0,0,0
2014-10-24,Adyar,0.0,0.0,0,0,0
2014-10-25,Adyar,0.0,0.0,0,0,0
2014-10-26,Adyar,0.0,0.0,0,0,0
2014-10-27,Adyar,0.0,0.0,0,0,0
2014-10-28,Adyar,0.0,0.0,0,0,0
2014-10-29,Adyar,0.0,0.0,0,0,0
2014-10-30,Adyar,0.0,0.0,0,0,0
2014-10-31,Adyar,0.0,0.0,0,0,0
2014-11-01,Adyar,0.0,0.0,0,0,0
2014-11-02,Adyar,0.0,0.0,1,0,0
2014-11-03,Adyar,0.0,0.0,0,0,0
2014-11-04,Adyar,0.0,0.0,0,0,0
2014-11-05,Adyar,0.0,0.0,0,0,0
2014-11-06,Adyar,0.0,0.0,0,0,0
2014-11-07,Adyar,0.0,0.0,0,0,0
2014-11-08,Adyar,0.0,0.0,0,0,0
2014-11-09,Adyar,0.0,0.0,0,0,0
2014-11-10,Adyar,0.0,0.0,0,0,0
2014-11-11,Adyar,0.0,0.0,0,0,0
2014-11-12,Adyar,0.0,0.0,0,0,0
2014-11-13,Adyar,0.0,0.0,0,0,0
2014-11-14,Adyar,0.0,0.0,0,0,0
2014-11-15,Adyar,0.0,0.0,0,0,0
2014-11-16,Adyar,0.0,0.0,0,0,0
2014-11-17,Adyar,0.0,0.0,0,0,0
2014-11-18,Adyar,0.0,0.0,0,0,0
2014-11-19,Adyar,0.0,0.0,0,0,0
2014-11-20,Adyar,0.0,0.0,0,0,0
2014-11-21,Adyar,0.0,0.0,0,0,0
2014-11-22,Adyar,0.0,0.0,0,0,0
2014-11-23,Adyar,0.0,0.0,0,0,0
2014-11-24,Adyar,0.0,0.0,0,0,0
2014-11-25,Adyar,0.0,0.0,0,0,0
2014-11-26,Adyar,0.0,0.0,0,0,0
2014-11-27,Adyar,0.0,0.0,0,0,0
2014-11-28,Adyar,0.0,0.0,0,0,0
2014-11-29,Adyar,0.0,0.0,0,0,0
2014-11-30,Adyar,0.0,0.0,0,0,0
2014-12-01,Adyar,0.0,0.0,0,0,0
2014-12-02,Adyar,0.0,0.0,0,0,0
2014-12-03,Adyar,0.0,0.0,0,0,0
2014-12-04,Adyar,0.0,0.0,0,0,0
2014-12-05,Adyar,0.0,0.0,0,0,0
2014-12-06,Adyar,0.0,0.0,0,0,0
2014-12-07,Adyar,0.0,0.0,0,0,0
2014-12-08,Adyar,0.0,0.0,0,0,0
2014-12-09,Adyar,0.0,0.0,0,0,0
2014-12-10,Adyar,0.0,0.0,0,0,0
2014-12-11,Adyar,0.0,0.0,0,0,0
2014-12-12,Adyar,0.0,0.0,0,0,0
2014-12-13,Adyar,0.0,0.0,0,0,0
2014-12-14,Adyar,0.0,0.0,0,0,0
2014-12-15,Adyar,0.0,0.0,0,0,0
2014-12-16,Adyar,0.0,0.0,0,0,0
2014-12-17,Adyar,0.0,0.0,0,0,0
2014-12-18,Adyar,0.0,0.0,0,0,0
2014-12-19,Adyar,0.0,0.0,0,0,0
2014-12-20,Adyar,0.0,0.0,0,0,0
2014-12-21,Adyar,0.0,0.0,0,0,0
2014-12-22,Adyar,0.0,0.0,0,0,0
2014-12-23,Adyar,0.0,0.0,0,0,0
2014-12-24,Adyar,0.0,0.0,0,0,0
2014-12-25,Adyar,0.0,0.0,1,0,0
2014-12-26,Adyar,0.0,0.0,0,0,0
2014-12-27,Adyar,0.0,0.0,0,0,0
2014-12-28,Adyar,0.0,0.0,0,0,0
2014-12-29,Adyar,0.0,0.0,0,0,0
2014-12-30,Adyar,0.0,0.0,0,0,0
2014-12-31,Adyar,0.0,0.0,0,0,0
2015-01-01,Adyar,0.0,0.0,0,0,0
2015-01-02,Adyar,0.0,0.0,0,0,0
2015-01-03,Adyar,0.0,0.0,0,0,0
2015-01-04,Adyar,0.0,0.0,0,0,0
2015-01-05,Adyar,0.0,0.0,0,0,0
2015-01-06,Adyar,0.0,0.0,0,0,0
2015-01-07,Adyar,0.0,0.0,0,0,0
2015-01-08,Adyar,0.0,0.0,0,0,0
2015-01-09,Adyar,0.0,0.0,0,0,0
2015-01-10,Adyar,0.0,0.0,0,0,0
2015-01-11,Adyar,0.0,0.0,0,0,0
2015-01-12,Adyar,0.0,0.0,0,0,0
2015-01-13,Adyar,0.0,0.0,0,0,0
2015-01-14,Adyar,0.0,0.0,0,0,0
2015-01-15,Adyar,0.0,0.0,0,0,0
2015-01-16,Adyar,0.0,0.0,0,0,0
2015-01-17,Adyar,0.0,0.0,0,0,0
2015-01-18,Adyar,0.0,0.0,0,0,0
2015-01-19,Adyar,0.0,0.0,0,0,0
2015-01-20,Adyar,0.0,0.0,0,0,0
2015-01-21,Adyar,0.0,0.0,0,0,0
2015-01-22,Adyar,0.0,0.0,0,0,0
2015-01-23,Adyar,0.0,0.0,0,0,0
2015-01-24,Adyar,0.0,0.0,0,0,0
2015-01-25,Adyar,0.0,0.0,0,0,0
2015-01-26,Adyar,0.0,0.0,0,0,0
2015-01-27,Adyar,0.0,0.0,0,0,0
2015-01-28,Adyar,0.0,0.0,0,0,0
2015-01-29,Adyar,0.0,0.0,0,0,0
2015-01-30,Adyar,0.0,0.0,0,0,0
2015-01-31,Adyar,0.0,0.0,0,0,0
2015-02-01,Adyar,0.0,0.0,0,0,0
2015-02-02,Adyar,0.0,0.0,0,0,0
2015-02-03,Adyar,0.0,0.0,0,0,0
2015-02-04,Adyar,0.0,0.0,0,0,0
2015-02-05,Adyar,0.0,0.0,0,0,0
2015-02-06,Adyar,0.0,0.0,0,0,0
2015-02-07,Adyar,0.0,0.0,0,0,0
2015-02-08,Adyar,0.0,0.0,0,0,0
2015-02-09,Adyar,0.0,0.0,0,0,0
2015-02-10,Adyar,0.0,0.0,0,0,0
2015-02-11,Adyar,0.0,0.0,0,0,0
2015-02-12,Adyar,0.0,0.0,0,0,0
2015-02-13,Adyar,0.0,0.0,0,0,0
2015-02-14,Adyar,0.0,0.0,0,0,0
2015-02-15,Adyar,0.0,0.0,0,0,0
2015-02-16,Adyar,0.0,0.0,0,0,0
2015-02-17,Adyar,0.0,0.0,0,0,0
2015-02-18,Adyar,0.0,0.0,0,0,0
2015-02-19,Adyar,0.0,0.0,0,0,0
2015-02-20,Adyar,0.0,0.0,0,0,0
2015-02-21,Adyar,0.0,0.0,0,0,0
2015-02-22,Adyar,0.0,0.0,0,0,0
2015-02-23,Adyar,0.0,0.0,0,0,0
2015-02-24,Adyar,0.0,0.0,0,0,0
2015-02-25,Adyar,0.0,0.0,0,0,0
2015-02-26,Adyar,0.0,0.0,0,0,0
2015-02-27,Adyar,0.0,0.0,0,0,0
2015-02-28,Adyar,0.0,0.0,0,0,0
2015-03-01,Adyar,0.0,0.0,0,0,0
2015-03-02,Adyar,0.0,0.0,0,0,0
2015-03-03,Adyar,0.0,0.0,0,0,0
2015-03-04,Adyar,0.0,0.0,0,0,0
2015-03-05,Adyar,0.0,0.0,0,0,0
2015-03-06,Adyar,0.0,0.0,0,0,0
2015-03-07,Adyar,0.0,0.0,0,0,0
2015-03-08,Adyar,0.0,0.0,0,0,0
2015-03-09,Adyar,0.0,0.0,0,0,0
2015-03-10,Adyar,0.0,0.0,0,0,0
2015-03-11,Adyar,0.0,0.0,0,0,0
2015-03-12,Adyar,0.0,0.0,0,0,0
2015-03-13,Adyar,0.0,0.0,0,0,0
2015-03-14,Adyar,0.0,0.0,0,0,0
2015-03-15,Adyar,0.0,0.0,0,0,0
2015-03-16,Adyar,0.0,0.0,0,0,0
2015-03-17,Adyar,0.0,0.0,0,0,0
2015-03-18,Adyar,0.0,0.0,0,0,0
2015-03-19,Adyar,0.0,0.0,0,0,0
2015-03-20,Adyar,0.0,0.0,0,0,0
2015-03-21,Adyar,0.0,0.0,0,0,0
2015-03-22,Adyar,0.0,0.0,0,0,0
2015-03-23,Adyar,0.0,0.0,0,0,0
2015-03-24,Adyar,0.0,0.0,0,0,0
2015-03-25,Adyar,0.0,0.0,0,0,0
2015-03-26,Adyar,0.0,0.0,0,0,0
2015-03-27,Adyar,0.0,0.0,0,0,0
2015-03-28,Adyar,0.0,0.0,0,0,0
2015-03-29,Adyar,0.0,0.0,0,0,0
2015-03-30,Adyar,0.0,0.0,0,0,0
2015-03-31,Adyar,0.0,0.0,0,0,0
2015-04-01,Adyar,0.0,0.0,0,0,0
2015-04-02,Adyar,0.0,0.0,0,0,0
2015-04-03,Adyar,0.0,0.0,0,0,0
2015-04-04,Adyar,0.0,0.0,0,0,0
2015-04-05,Adyar,0.0,0.0,0,0,0
2015-04-06,Adyar,0.0,0.0,0,0,0
2015-04-07,Adyar,0.0,0.0,0,0,0
2015-04-08,Adyar,0.0,0.0,0,0,0
2015-04-09,Adyar,0.0,0.0,0,0,0
2015-04-10,Adyar,0.0,0.0,0,0,0
2015-04-11,Adyar,0.0,0.0,0,0,0
2015-04-12,Adyar,0.0,0.0,0,0,0
2015-04-13,Adyar,0.0,0.0,0,0,0
2015-04-14,Adyar,0.0,0.0,0,0,0
2015-04-15,Adyar,0.0,0.0,0,0,0
2015-04-16,Adyar,0.0,0.0,0,0,0
2015-04-17,Adyar,0.0,0.0,0,0,0
2015-04-18,Adyar,0.0,0.0,0,0,0
2015-04-19,Adyar,0.0,0.0,0,0,0
2015-04-20,Adyar,0.0,0.0,0,0,0
2015-04-21,Adyar,0.0,0.0,0,0,0
2015-04-22,Adyar,0.0,0.0,0,0,0
2015-04-23,Adyar,0.0,0.0,0,0,0
2015-04-24,Adyar,0.0,0.0,0,0,0
2015-04-25,Adyar,0.0,0.0,0,0,0
2015-04-26,Adyar,0.0,0.0,0,0,0
2015-04-27,Adyar,0.0,0.0,0,0,0
2015-04-28,Adyar,0.0,0.0,0,0,0
2015-04-29,Adyar,0.0,0.0,0,0,0
2015-04-30,Adyar,0.0,0.0,0,0,0
2015-05-01,Adyar,0.0,0.0,1,0,0
2015-05-02,Adyar,0.0,0.0,0,0,0
2015-05-03,Adyar,0.0,0.0,0,0,0
2015-05-04,Adyar,0.0,0.0,0,0,0
2015-05-05,Adyar,0.0,0.0,0,0,0
2015-05-06,Adyar,0.0,0.0,0,0,0
2015-05-07,Adyar,0.0,0.0,0,0,0
2015-05-08,Adyar,0.0,0.0,0,0,0
2015-05-09,Adyar,0.0,0.0,0,0,0
2015-05-10,Adyar,0.0,0.0,0,0,0
2015-05-11,Adyar,0.0,0.0,0,0,0
2015-05-12,Adyar,0.0,0.0,0,0,0
2015-05-13,Adyar,0.0,0.0,0,0,0
2015-05-14,Adyar,0.0,0.0,0,0,0
2015-05-15,Adyar,0.0,0.0,0,0,0
2015-05-16,Adyar,0.0,0.0,0,0,0
2015-05-17,Adyar,0.0,0.0,0,0,0
2015-05-18,Adyar,0.0,0.0,0,0,0
2015-05-19,Adyar,0.0,0.0,0,0,0
2015-05-20,Adyar,0.0,0.0,0,0,0
2015-05-21,Adyar,0.0,0.0,0,0,0
2015-05-22,Adyar,0.0,0.0,0,0,0
2015-05-23,Adyar,0.0,0.0,0,0,0
2015-05-24,Adyar,0.0,0.0,0,0,0
2015-05-25,Adyar,0.0,0.0,0,0,0
2015-05-26,Adyar,0.0,0.0,0,0,0
2015-05-27,Adyar,0.0,0.0,0,0,0
2015-05-28,Adyar,0.0,0.0,0,0,0
2015-05-29,Adyar,0.0,0.0,0,0,0
2015-05-30,Adyar,0.0,0.0,0,0,0
2015-05-31,Adyar,0.0,0.0,0,0,0
2015-06-01,Adyar,0.0,0.0,0,0,0
2015-06-02,Adyar,0.0,0.0,0,0,0
2015-06-03,Adyar,0.0,0.0,0,0,0
2015-06-04,Adyar,0.0,0.0,0,0,0
2015-06-05,Adyar,0.0,0.0,0,0,0
2015-06-06,Adyar,0.0,0.0,0,0,0
2015-06-07,Adyar,0.0,0.0,0,0,0
2015-06-08,Adyar,0.0,0.0,0,0,0
2015-06-09,Adyar,0.0,0.0,0,0,0
2015-06-10,Adyar,0.0,0.0,0,0,0
2015-06-11,Adyar,0.0,0.0,0,0,0
2015-06-12,Adyar,0.0,0.0,0,0,0
2015-06-13,Adyar,0.0,0.0,0,0,0
2015-06-14,Adyar,0.0,0.0,0,0,0
2015-06-15,Adyar,0.0,0.0,0,0,0
2015-06-16,Adyar,0.0,0.0,1,0,0
2015-06-17,Adyar,0.0,0.0,0,0,0
2015-06-18,Adyar,0.0,0.0,0,0,0
2015-06-19,Adyar,0.0,0.0,0,0,0
